date,Rollo de Justicia, Palacio Fotificado de Castildelgado, Castillo de Belorado, Ruinas de la Iglesia de San FÃ©lix de Villafranca Montes de Oca, Monasterio de San Juan de Ortega, Sierra de Atapuerca, Cueva del Silo de Ibeas de Juarros, Cueva Mayor Portalon de entrada de Ibeas de Juarros, Cueva Mayor Principal SalÃ³n del Coro de Ibeas de Juarros, Casco histÃ³rico de la ciudad de Burgos, Archivo Historico Provicial de Burgos, Biblioteca PÃºblica de Burgos, Castillo de Burgos, Muralla de Burgos, Torre de Albillos de Burgos, Cartuja de Santa MarÃ­a de Miraflores de Burgos, Casa del CordÃ³n de Burgos, Casa de Miranda de Burgos, Museo de Burgos, Conjunto del Monasterio de San Juan de Burgos, Monasterio de San Juan de Burgos, Iglesia de San Lesmes de Burgos, Puente de San Lesmes de Burgos, Arco de San Juan de Burgos, Consulado del Mar de Burgos, Hospital de la ConcepciÃ³n de Burgos, Hospital del Rey de Burgos, Catedral de Santa MarÃ­a de Burgos, Iglesia de San Esteban de Burgos, Iglesia de San Gil de Burgos, Palacio del Paseo de la Isla, Puerta de San Esteban de Burgos, Real Monasterio de San AgustÃ­n de Burgos, Teatro Principal de Burgos, Crucero de Tardajos, Calzada de la Plata en Castilla y LeÃ³n de Astorga, La ciudad de Astorga, Murallas de Astorga, Ayuntamiento de Astorga, Catedral de Santa MarÃ­a de Astorga, ErgÃ¡stula Romana de Atorga, Palacio Episcopal de Astorga, Iglesia Parroquial de la AsunciÃ³n de Rabanal del Camino, La Villa de Molinaseca, El Casco Antiguo de Ponferrada, Castillo de El Temple de Ponferrada, Yacimiento arqueolÃ³gico de La Edrada, El Castro de la Ventosa de Pieros, Zona Antigua de Villafranca del Bierzo, Castillo de Villafranca del Bierzo
2016-06-01,43,0,0,0,0,34,0,0,0,0,0,0,49,6,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,16,0,0,39,0,0,0,0,0,0,0,0
2016-07-01,32,0,0,0,0,33,0,0,0,0,0,0,54,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
2016-08-01,35,0,0,0,0,25,0,0,0,0,0,0,53,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,10,0,44,0,0,14,0,0,0,0,0,0,0,13
2016-09-01,0,0,0,0,0,26,0,0,0,0,0,0,28,4,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,47,0,0,0,0,0,0,0,19
2016-10-01,0,0,0,0,0,33,0,0,0,0,0,0,54,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,0,23,0,0,0,0,0,0,0,0
2016-11-01,0,0,0,0,0,29,0,0,0,0,0,0,30,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,17,0,0,0,0,31,0,0,9,0,17,0,0,23,0,0,0,0,0,0,0,16
2016-12-01,0,0,0,0,0,43,0,0,0,0,0,0,33,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,23,0,0,0,0,0,0,0,0,0,0,28
2017-01-01,0,0,0,0,0,42,0,0,0,0,0,0,32,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,9,0,0,23,0,0,0,0,0,0,0,0
2017-02-01,0,0,0,0,0,47,0,0,0,0,0,0,35,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,33,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
2017-03-01,18,0,0,0,0,35,0,0,0,0,0,0,51,7,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,15,0,0,12,0,0,0,0,0,0,0,0
2017-04-01,22,0,0,0,0,49,0,0,0,0,0,0,59,3,0,0,0,0,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2017-05-01,0,0,0,0,0,53,0,0,0,0,0,0,48,7,0,0,0,0,7,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,18,0,0,0,0,0,0,0,28
2017-06-01,0,0,0,0,0,29,0,0,0,0,0,0,43,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,23,0,0,0,0,0,0,0,15
2017-07-01,0,0,0,0,0,40,0,0,0,0,0,0,58,4,0,0,0,0,15,0,31,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,0,0,0,0,50,0,0,0,0,0,0,0,0
2017-08-01,0,0,0,0,0,31,0,0,0,0,0,0,74,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,32,0,0,45,0,0,0,0,0,0,0,0
2017-09-01,29,0,0,0,0,17,0,0,0,0,0,0,60,3,0,0,0,0,9,0,43,0,0,0,0,0,0,0,18,0,0,0,0,21,0,0,10,0,8,0,0,25,0,0,0,0,0,0,0,0
2017-10-01,0,0,0,0,0,29,0,0,0,0,0,0,36,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,0,0,22,0,0,0,0,0,0,0,0
2017-11-01,47,0,0,0,0,32,0,0,0,0,0,0,23,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,38,0,0,48,0,0,0,0,0,0,0,19
2017-12-01,54,0,0,0,0,43,0,0,0,0,0,0,36,6,0,0,0,0,10,0,46,0,0,0,0,0,0,0,43,0,0,0,0,23,0,0,0,0,22,0,0,16,0,0,0,0,0,0,0,0
2018-01-01,0,0,0,0,0,41,0,0,0,0,0,0,35,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,14
2018-02-01,21,0,0,0,0,64,0,0,0,0,0,0,34,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,32,0,0,0,0,0,0,0,17
2018-03-01,46,0,0,0,0,29,0,0,0,0,0,0,64,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,20,0,0,0,0,11,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0
2018-04-01,0,0,0,0,0,15,0,0,0,0,0,0,55,5,0,0,0,0,7,0,35,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0
2018-05-01,0,0,0,0,0,42,0,0,0,0,0,0,65,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,29,0,0,0,0,0,0,0,0
2018-06-01,48,0,0,0,0,43,0,0,0,0,0,0,36,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,21,0,0,0,0,0,0,0,0
2018-07-01,24,0,0,0,0,11,0,0,0,0,0,0,42,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,39,0,0,0,0,0,0,0,0
2018-08-01,32,0,0,0,0,24,0,0,0,0,0,0,67,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,27,0,0,0,0,0,0,0,15
2018-09-01,0,0,0,0,0,13,0,0,0,0,0,0,50,0,0,0,0,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,50,0,0,0,0,0,0,0,0
2018-10-01,0,0,0,0,0,70,0,0,0,0,0,0,35,0,0,0,0,0,12,0,33,0,0,0,0,0,0,0,15,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14
2018-11-01,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,19,0,0,41,0,0,0,0,0,0,0,0
2018-12-01,0,0,0,0,0,40,0,0,0,0,0,0,35,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,16,0,0,29,0,0,0,0,0,0,0,0
2019-01-01,0,0,0,0,0,32,0,0,0,0,0,0,32,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,18,0,0,23,0,0,0,0,0,0,0,0
2019-02-01,17,0,0,0,0,14,0,0,0,0,0,0,45,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18,0,17,0,0,26,0,0,0,0,0,0,0,0
2019-03-01,0,0,0,0,0,20,0,0,0,0,0,0,53,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,24,0,0,25,0,0,0,0,0,0,0,0
2019-04-01,0,0,0,0,0,7,0,0,0,0,0,0,64,0,0,0,0,0,13,0,42,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,38,0,0,35,0,0,0,0,0,0,0,0
2019-05-01,0,0,0,0,0,30,0,0,0,0,0,0,52,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,22,0,0,20,0,0,0,0,0,0,0,0
2019-06-01,44,0,0,0,0,44,0,0,0,0,0,0,45,0,0,0,0,0,8,0,21,0,0,0,0,0,0,0,18,0,0,0,0,54,0,0,0,0,11,0,0,67,0,0,0,0,0,0,0,21
2019-07-01,0,0,0,0,0,21,0,0,0,0,0,0,55,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,20,0,0,0,0,14,0,0,0,0,20,0,0,12,0,0,0,0,0,0,0,22
2019-08-01,77,0,0,0,0,42,0,0,0,0,0,0,67,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,9,0,12,0,0,34,0,0,0,0,0,0,0,19
2019-09-01,0,0,0,0,0,56,0,0,0,0,0,0,44,2,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,20,0,0,19,0,0,0,0,0,0,0,17
2019-10-01,0,0,0,0,0,31,0,0,0,0,0,0,42,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,54,0,0,0,0,0,0,0,20
2019-11-01,0,0,0,0,0,19,0,0,0,0,0,0,36,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9,0,20,0,0,30,0,0,0,0,0,0,0,14
2019-12-01,0,0,0,0,0,31,0,0,0,0,0,0,33,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,16,0,0,30,0,0,0,0,0,0,0,0
2020-01-01,42,0,0,0,0,40,0,0,0,0,0,0,50,2,0,0,0,0,11,0,18,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,22,0,0,15,0,0,0,0,0,0,0,9
2020-02-01,0,0,0,0,0,56,0,0,0,0,0,0,44,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,17,0,0,34,0,0,0,0,0,0,0,9
2020-03-01,0,0,0,0,0,22,0,0,0,0,0,0,26,2,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,0,0,21,0,0,0,0,0,0,0,0
2020-04-01,18,0,0,0,0,41,0,0,0,0,0,0,17,6,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,82,0,0,0,0,0,0,0,0
2020-05-01,26,0,0,0,0,36,0,0,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,19,0,0,38,0,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,24,0,0,0,0,0,0,27,7,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,0,0,25,0,0,0,0,0,0,0,22
2020-07-01,0,0,0,0,0,5,0,0,0,0,0,0,59,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,35,0,0,0,0,0,0,0,19
2020-08-01,0,0,0,0,0,36,0,0,0,0,0,0,53,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,22,0,0,0,0,0,0,0,22
2020-09-01,0,0,0,0,0,27,0,0,0,0,0,0,42,0,0,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,31,0,0,0,0,0,0,23,2,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,10
2020-11-01,26,0,0,0,0,40,0,0,0,0,0,0,21,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,0,0,0,0,0,34,0,0,0,0,0,0,28,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0,23,0,0,0,0,0,0,0,0
2021-01-01,0,0,0,0,0,16,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,19,0,0,30,0,0,0,0,0,0,0,0
2021-02-01,0,0,0,0,0,29,0,0,0,0,0,0,37,0,0,0,0,0,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,24,0,0,24,0,0,0,0,0,0,0,10
2021-03-01,25,0,0,0,0,35,0,0,0,0,0,0,32,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,13,0,0,41,0,0,0,0,0,0,0,0
2021-04-01,0,0,0,0,0,47,0,0,0,0,0,0,41,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,0,0,0,0,0,35,0,0,0,0,0,0,40,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,0,11,0,0,32,0,0,0,0,0,0,0,19
2021-06-01,15,0,0,0,0,18,0,0,0,0,0,0,44,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9
2021-07-01,34,0,0,0,0,32,0,0,0,0,0,0,80,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,19,0,24,0,0,43,0,0,0,0,0,0,0,20
2021-08-01,0,0,0,0,0,14,0,0,0,0,0,0,100,3,0,0,0,0,19,0,29,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,14,0,0,50,0,0,0,0,0,0,0,40
2021-09-01,27,0,0,0,0,40,0,0,0,0,0,0,58,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,11,0,13,0,0,45,0,0,0,0,0,0,0,0
2021-10-01,28,0,0,0,0,35,0,0,0,0,0,0,42,3,0,0,0,0,10,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,32,0,0,0,0,0,0,0,0
2021-11-01,13,0,0,0,0,27,0,0,0,0,0,0,25,5,0,0,0,0,8,0,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,14,0,0,38,0,0,0,0,0,0,0,19
2021-12-01,32,0,0,0,0,9,0,0,0,0,0,0,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,9,0,0,46,0,0,0,0,0,0,0,36
2022-01-01,0,0,0,0,0,17,0,0,0,0,0,0,44,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2022-02-01,0,0,0,0,0,39,0,0,0,0,0,0,53,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,21,0,0,0,0,27,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,18
2022-03-01,0,0,0,0,0,40,0,0,0,0,0,0,42,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,24,0,0,38,0,0,0,0,0,0,0,0
2022-04-01,16,0,0,0,0,37,0,0,0,0,0,0,44,3,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,39,0,0,0,0,0,0,0,17
2022-05-01,37,0,0,0,0,17,0,0,0,0,0,0,51,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,22,0,13,0,0,13,0,0,0,0,0,0,0,0
2022-06-01,0,0,0,0,0,25,0,0,0,0,0,0,44,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,14,0,34,0,0,30,0,0,0,0,0,0,0,0
2022-07-01,10,0,0,0,0,19,0,0,0,0,0,0,62,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,18,0,0,0,0,0,0,0,0
2022-08-01,0,0,0,0,0,21,0,0,0,0,0,0,81,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,7,0,20,0,0,97,0,0,0,0,0,0,0,10
2022-09-01,38,0,0,0,0,38,0,0,0,0,0,0,46,0,0,0,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,14,0,0,19,0,0,0,0,0,0,0,22
2022-10-01,31,0,0,0,0,17,0,0,0,0,0,0,40,6,0,0,0,0,12,0,32,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,6,0,18,0,0,27,0,0,0,0,0,0,0,0
2022-11-01,13,0,0,0,0,14,0,0,0,0,0,0,35,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,0,20,0,0,43,0,0,0,0,0,0,0,0
2022-12-01,17,0,0,0,0,16,0,0,0,0,0,0,36,2,0,0,0,0,10,0,23,0,0,0,0,0,0,0,13,0,0,0,0,18,0,0,0,0,7,0,0,23,0,0,0,0,0,0,0,0
2023-01-01,12,0,0,0,0,34,0,0,0,0,0,0,31,0,0,0,0,0,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,0,38,0,0,8,0,0,0,0,0,0,0,0
2023-02-01,0,0,0,0,0,30,0,0,0,0,0,0,30,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,29,0,0,18,0,0,0,0,0,0,0,0
2023-03-01,10,0,0,0,0,26,0,0,0,0,0,0,44,7,0,0,0,0,11,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,21,0,0,27,0,0,0,0,0,0,0,8
2023-04-01,0,0,0,0,0,24,0,0,0,0,0,0,69,2,0,0,0,0,14,0,15,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,24
2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
